Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,03:56:54.047,Pigeon2,pistol,2.812s,3,1,0.333,100,600,0.167,false
2,03:56:55.151,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
3,03:56:57.339,Pigeon3,pistol,1.218s,2,1,0.5,100,400,0.25,false
4,03:56:58.886,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false
5,03:57:02.728,Pigeon4,pistol,2.233s,2,1,0.5,100,400,0.25,false
6,03:57:13.372,Pigeon5,pistol,8.67s,5,1,0.2,100,1000,0.1,false
7,03:57:17.767,Pigeon3,pistol,3.481s,3,1,0.333,100,600,0.167,false
8,03:57:20.556,Pigeon,pistol,1.771s,2,1,0.5,100,400,0.25,false
9,03:57:21.755,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
10,03:57:24.010,Pigeon,pistol,1.32s,2,1,0.5,100,400,0.25,false
11,03:57:25.591,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false
12,03:57:26.927,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false
13,03:57:30.552,Pigeon,pistol,2.178s,2,1,0.5,100,400,0.25,false
14,03:57:31.216,Pigeon2,pistol,0s,1,1,1,100,200,0.5,false
15,03:57:36.833,Pigeon,pistol,4.995s,4,1,0.25,100,800,0.125,false
16,03:57:37.694,Pigeon2,pistol,0s,1,1,1,100,200,0.5,false
17,03:57:42.774,Pigeon2,pistol,3.505s,3,1,0.333,100,600,0.167,false
18,03:57:45.696,Pigeon2,pistol,1.536s,2,1,0.5,100,400,0.25,false
19,03:57:47.343,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,39,19,1900.0,7800.0,

Kills:,19
Deaths:,0
Fight Time:,33.719002
Avg TTK:,0
Damage Done:,1900.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,190.0
Scenario:,Popcorn Voltaic Easy
Hash:,f5b2976cfb4c0adb84fca4b22c48de15
Game Version:,2.0.4.0
Challenge Start:,03:56:49.461

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,103.0
Hide Gun:,false
Crosshair:,dot.png
Crosshair Scale:,0.6
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,321.944824
Resolution Scale,100.0
