Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,03:16:15.063,ABSD Target T 01,LG v5,8.999s,181,100,0.552,100,181,0.552,false
2,03:16:26.304,ABSD Target T 02,LG v5,10.942s,203,100,0.493,100,203,0.493,false
3,03:16:36.773,ABSD Target T 03,LG v5,10.216s,188,100,0.532,100,188,0.532,false
4,03:16:47.941,ABSD Target T 04,LG v5,10.87s,194,100,0.515,100,194,0.515,false
5,03:16:59.575,ABSD Target T 05,LG v5,11.334s,206,100,0.485,100,206,0.485,false
6,03:17:13.909,ABSD Target T 06,LG v5,14.031s,264,100,0.379,100,264,0.379,false
7,03:17:30.287,ABSD Target T 07,LG v5,16.083s,302,100,0.331,100,302,0.331,false
8,03:17:42.410,ABSD Target T 08,LG v5,11.871s,221,100,0.452,100,221,0.452,false
9,03:17:55.627,ABSD Target T 09,LG v5,12.916s,242,100,0.413,100,242,0.413,false
10,03:18:12.416,ABSD Target T 10,LG v5,16.724s,321,100,0.312,100,321,0.312,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG v5,2322,1000,1000.0,2322.0,

Kills:,10
Deaths:,0
Fight Time:,123.986
Avg TTK:,12.69
Damage Done:,1000.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,53.118248
Scenario:,Close Tappy Strafes
Hash:,7520e90334ffdc64b27c04b0f530c499
Game Version:,v2.8.5
Challenge Start:,03:16:05.499
Pause Count:,27
Pause Duration:,183

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.378387
Resolution Scale,100.0
