Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,04:42:25.755,Pigeon3,pistol,1.882s,2,1,0.5,100,400,0.25,false
2,04:42:29.375,Pigeon3,pistol,2.214s,2,1,0.5,100,400,0.25,false
3,04:42:32.855,Pigeon4,pistol,2.478s,3,1,0.333,100,600,0.167,false
4,04:42:37.384,Pigeon,pistol,3.407s,3,1,0.333,100,600,0.167,false
5,04:42:39.660,Pigeon4,pistol,1.225s,2,1,0.5,100,400,0.25,false
6,04:42:48.629,Pigeon5,pistol,7.689s,6,1,0.167,100,1200,0.083,false
7,04:42:50.207,Pigeon5,pistol,0.001s,1,1,1,100,200,0.5,false
8,04:42:54.607,Pigeon4,pistol,2.066s,2,1,0.5,100,400,0.25,false
9,04:42:56.024,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
10,04:43:08.006,Pigeon4,pistol,10.626s,7,1,0.143,100,1400,0.071,false
11,04:43:13.623,Pigeon,pistol,4.205s,4,1,0.25,100,800,0.125,false
12,04:43:15.037,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
13,04:43:19.889,Pigeon,pistol,3.644s,4,1,0.25,100,800,0.125,false
14,04:43:21.360,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,40,14,1400.0,8000.0,

Kills:,14
Deaths:,0
Fight Time:,39.437
Avg TTK:,0
Damage Done:,1400.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,26
Distance Traveled:,0.0
Score:,140.0
Scenario:,Popcorn Sparky
Hash:,59515d3a0a5808045985f4e8ef3ffb5e
Game Version:,2.0.5.3
Challenge Start:,04:42:22.468
Pause Count:,56
Pause Duration:,875

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,103.0
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.533203
Resolution Scale,100.0
