Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,19:08:06.521,Quaker Bot Fast Strafes,LG,7.954s,174,50,0.287,300,1044,0.287,false
2,19:08:16.448,Quaker Bot Fast Strafes,LG,9.652s,179,50,0.279,300,1074,0.279,false
3,19:08:23.453,Quaker Bot Fast Strafes,LG,6.73s,114,50,0.439,300,684,0.439,false
4,19:08:31.322,Quaker Bot Fast Strafes,LG,7.594s,134,50,0.373,300,804,0.373,false
5,19:08:40.600,Quaker Bot Fast Strafes,LG,9.003s,164,50,0.305,300,984,0.305,false
6,19:08:48.374,Quaker Bot Fast Strafes,LG,7.499s,132,50,0.379,300,792,0.379,false
7,19:08:56.377,Quaker Bot Fast Strafes,LG,6.116s,134,50,0.373,300,804,0.373,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,1033,350,2100.0,6198.0,

Kills:,7
Deaths:,0
Fight Time:,54.548
Avg TTK:,0
Damage Done:,2100.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,2134.55957
Scenario:,Cata IC Fast Strafes
Hash:,ae0024fa5045348cf5200beda4716333
Game Version:,2.0.5.3
Challenge Start:,19:07:57.873
Pause Count:,24
Pause Duration:,96

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,103.0
Hide Gun:,false
Crosshair:,dot.png
Crosshair Scale:,0.6
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.497925
Resolution Scale,100.0
