Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,22:10:54.932,Pigeon2,pistol,0s,1,1,1,100,200,0.5,false
2,22:10:57.576,Pigeon2,pistol,1.669s,2,1,0.5,100,400,0.25,false
3,22:10:59.521,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false
4,22:11:11.617,Pigeon2,pistol,9.993s,7,1,0.143,100,1400,0.071,false
5,22:11:16.118,Pigeon2,pistol,2.575s,2,1,0.5,100,400,0.25,false
6,22:11:21.689,Pigeon,pistol,3.972s,3,1,0.333,100,600,0.167,false
7,22:11:26.199,Pigeon2,pistol,2.501s,2,1,0.5,100,400,0.25,false
8,22:11:30.793,Pigeon2,pistol,2s,2,1,0.5,100,400,0.25,false
9,22:11:44.818,Pigeon2,pistol,11.919s,5,1,0.2,100,1000,0.1,false
10,22:11:51.526,Pigeon,pistol,4.857s,4,1,0.25,100,800,0.125,false
11,22:11:52.821,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,30,11,1100.0,6000.0,

Kills:,11
Deaths:,0
Fight Time:,39.486
Avg TTK:,0
Damage Done:,1100.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,110.0
Scenario:,Popcorn Sparky
Hash:,59515d3a0a5808045985f4e8ef3ffb5e
Game Version:,2.0.4.0
Challenge Start:,22:10:53.981

Input Lag:,0
Max FPS (config):,160.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,103.0
Hide Gun:,false
Crosshair:,dot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,159.23909
Resolution Scale,100.0
