Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,19:03:42.294,Quaker Bot Fast Strafes,LG,6.39s,140,50,0.357,300,840,0.357,false
2,19:03:49.714,Quaker Bot Fast Strafes,LG,7.14s,124,50,0.403,300,744,0.403,false
3,19:03:58.607,Quaker Bot Fast Strafes,LG,8.618s,154,50,0.325,300,924,0.325,false
4,19:04:06.711,Quaker Bot Fast Strafes,LG,7.829s,140,50,0.357,300,840,0.357,false
5,19:04:14.691,Quaker Bot Fast Strafes,LG,7.704s,134,50,0.373,300,804,0.373,false
6,19:04:20.967,Quaker Bot Fast Strafes,LG,5.997s,99,50,0.505,300,594,0.505,false
7,19:04:28.728,Quaker Bot Fast Strafes,LG,7.486s,131,50,0.382,300,786,0.382,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,1031,392,2352.0,6186.0,

Kills:,7
Deaths:,0
Fight Time:,51.164001
Avg TTK:,0
Damage Done:,2352.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,2682.785645
Scenario:,Cata IC Fast Strafes
Hash:,ae0024fa5045348cf5200beda4716333
Game Version:,2.0.5.3
Challenge Start:,19:03:35.216
Pause Count:,20
Pause Duration:,91

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,103.0
Hide Gun:,false
Crosshair:,dot.png
Crosshair Scale:,0.6
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.785858
Resolution Scale,100.0
