Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,19:38:19.137,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
2,19:38:24.359,Pigeon,pistol,4.151s,3,1,0.333,100,600,0.167,false
3,19:38:26.867,Pigeon2,pistol,1.298s,2,1,0.5,100,400,0.25,false
4,19:38:34.351,Pigeon5,pistol,6.223s,4,1,0.25,100,800,0.125,false
5,19:38:36.032,Pigeon3,pistol,0.001s,1,1,1,100,200,0.5,false
6,19:38:40.966,Pigeon4,pistol,3.464s,3,1,0.333,100,600,0.167,false
7,19:38:42.168,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
8,19:38:43.296,Pigeon,pistol,0s,1,1,1,100,200,0.5,false
9,19:38:46.423,Pigeon2,pistol,1.632s,2,1,0.5,100,400,0.25,false
10,19:38:51.255,Pigeon2,pistol,2.868s,3,1,0.333,100,600,0.167,false
11,19:38:57.291,Pigeon5,pistol,4.227s,3,1,0.333,100,600,0.167,false
12,19:39:00.696,Pigeon5,pistol,2.057s,2,1,0.5,100,400,0.25,false
13,19:39:03.798,Pigeon3,pistol,1.739s,2,1,0.5,100,400,0.25,false
14,19:39:04.924,Pigeon,pistol,0s,1,1,1,100,200,0.5,false
15,19:39:08.452,Pigeon,pistol,2.502s,3,1,0.333,100,600,0.167,false
16,19:39:14.383,Pigeon2,pistol,4.369s,4,1,0.25,100,800,0.125,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,37,16,1600.0,7400.0,

Kills:,16
Deaths:,0
Fight Time:,34.530998
Avg TTK:,3.75
Damage Done:,1600.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,21
Distance Traveled:,0.0
Score:,160.0
Scenario:,Popcorn Voltaic
Hash:,62908ae6f6639742639b12843d402799
Game Version:,v2.8.5
Challenge Start:,19:38:17.860
Pause Count:,10
Pause Duration:,42

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,296.9534
Resolution Scale,100.0
