Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,02:28:16.418,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
2,02:28:19.611,Pigeon3,pistol,0.44s,2,1,0.5,100,400,0.25,false
3,02:28:23.666,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
4,02:28:24.582,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
5,02:28:26.065,Pigeon,pistol,0.387s,2,1,0.5,100,400,0.25,false
6,02:28:30.324,Pigeon4,pistol,3.336s,6,1,0.167,100,1200,0.083,false
7,02:28:35.499,Pigeon3,pistol,3.008s,5,1,0.2,100,1000,0.1,false
8,02:28:37.446,Pigeon5,pistol,0.343s,2,1,0.5,100,400,0.25,false
9,02:28:37.899,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
10,02:28:43.169,Pigeon5,pistol,3.612s,7,1,0.143,100,1400,0.071,false
11,02:28:44.562,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false
12,02:28:45.311,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
13,02:28:47.869,Pigeon4,pistol,1.749s,4,1,0.25,100,800,0.125,false
14,02:28:51.528,Pigeon3,pistol,2.256s,3,1,0.333,100,600,0.167,false
15,02:28:53.364,Pigeon4,pistol,0.584s,3,1,0.333,100,600,0.167,false
16,02:28:56.242,Pigeon4,pistol,1.907s,2,1,0.5,100,400,0.25,false
17,02:29:06.123,Pigeon5,pistol,8.679s,9,1,0.111,100,1800,0.056,false
18,02:29:07.877,Pigeon,pistol,1.219s,2,1,0.5,100,400,0.25,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,57,18,1800.0,11400.0,
LG,0,0,0.0,0.0,

Kills:,18
Deaths:,0
Fight Time:,27.52
Avg TTK:,0
Damage Done:,1800.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,625.263123
Scenario:,POPCORN
Hash:,21f0bc5b7d01c9cc8a25f4e5a195770b
Game Version:,2.0.5.3
Challenge Start:,02:29:15.138
Pause Count:,53
Pause Duration:,930

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,103.0
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.505554
Resolution Scale,100.0
