Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,19:10:22.246,air1_close_long,LG,13.039s,1305,553,0.424,721.112,1701.7,0.424,false
2,19:10:32.316,air1_far_long,LG,9.811s,897,553,0.616,721.112,1169.687,0.617,false
3,19:10:54.682,air_close_short,LG,22.114s,2123,553,0.26,721.112,2768.336,0.26,false
4,19:11:16.671,air1_far_short,LG,21.737s,2076,553,0.266,721.112,2707.05,0.266,false
5,19:11:40.668,air1F_close_long,LG,23.738s,2297,553,0.241,721.112,2995.224,0.241,false
6,19:11:52.458,air1F_far_long,LG,11.533s,1019,553,0.543,721.112,1328.769,0.543,false
7,19:12:27.534,air1F_close_short,LG,34.818s,3430,553,0.161,721.112,4472.675,0.161,false
8,19:12:50.238,air1F_far_short,LG,22.684s,2210,553,0.25,721.112,2881.78,0.25,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,15358,4425,5770.353516,20027.458984,

Kills:,8
Deaths:,0
Fight Time:,159.473999
Avg TTK:,0
Damage Done:,5770.353516
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,99838.0
Scenario:,Ground Plaza NO UFO
Hash:,bbde4fb34d5d50332d514863c5489f5f
Game Version:,2.0.5.3
Challenge Start:,19:10:08.237
Pause Count:,26
Pause Duration:,159

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,103.0
Hide Gun:,false
Crosshair:,dot.png
Crosshair Scale:,0.6
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.805298
Resolution Scale,100.0
