Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,12:52:41.616,Pigeon3,pistol,3.377s,3,1,0.333,100,600,0.167,false
2,12:52:49.581,Pigeon4,pistol,5.713s,3,1,0.333,100,600,0.167,false
3,12:52:52.768,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
4,12:53:21.362,Pigeon,pistol,25.596s,8,1,0.125,100,1600,0.062,false
5,12:53:24.061,Pigeon2,pistol,1.273s,2,1,0.5,100,400,0.25,false
6,12:53:28.859,Pigeon3,pistol,3.314s,3,1,0.333,100,600,0.167,false
7,12:53:31.203,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false
8,12:53:40.116,Pigeon4,pistol,7.558s,5,1,0.2,100,1000,0.1,false
9,12:53:52.102,Pigeon5,pistol,9.347s,2,1,0.5,100,400,0.25,false
10,12:53:53.940,Pigeon,pistol,0s,1,1,1,100,200,0.5,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,29,10,1000.0,5800.0,

Kills:,10
Deaths:,0
Fight Time:,56.178001
Avg TTK:,6
Damage Done:,1000.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,19
Distance Traveled:,0.0
Score:,100.0
Scenario:,Popcorn Voltaic
Hash:,62908ae6f6639742639b12843d402799
Game Version:,v2.8.2
Challenge Start:,12:53:50.377
Pause Count:,15
Pause Duration:,163

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,293.013458
Resolution Scale,100.0
