Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,03:28:53.060,Quaker Bot Fast Strafes Thin,shotgun,10.518s,80,18,0.225,360,1600,0.225,false
2,03:29:03.066,Quaker Bot Fast Strafes Thin,shotgun,8.573s,60,19,0.317,380,1200,0.317,false
3,03:29:17.860,Quaker Bot Fast Strafes Thin,shotgun,13.756s,110,23,0.209,460,2200,0.209,false
4,03:29:28.112,Quaker Bot Fast Strafes Thin,shotgun,9.195s,70,19,0.271,380,1400,0.271,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
shotgun,380,81,1620.0,7600.0,

Kills:,4
Deaths:,0
Fight Time:,42.042
Avg TTK:,15.025
Damage Done:,1620.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,4860.0
Scenario:,CFSE Thin Shotgun HS
Hash:,e4fef8eafe7ea7f776b8dd8b0ebfc6e9
Game Version:,v2.8.5
Challenge Start:,03:28:41.149
Pause Count:,36
Pause Duration:,192

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.241882
Resolution Scale,100.0
