Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,01:52:17.425,target_decay,pistol,0.839s,3,1,0.333,25,150,0.167,false
2,01:52:18.938,target_decay,pistol,0.621s,2,1,0.5,25,100,0.25,false
3,01:52:20.717,target_decay,pistol,1.116s,4,1,0.25,25,200,0.125,false
4,01:52:23.135,target_decay,pistol,1.786s,4,1,0.25,25,200,0.125,false
5,01:52:25.585,target_decay,pistol,2.214s,4,1,0.25,25,200,0.125,false
6,01:52:26.210,target_decay,pistol,0s,1,1,1,25,50,0.5,false
7,01:52:26.867,target_decay,pistol,0s,1,1,1,25,50,0.5,false
8,01:52:27.514,target_decay,pistol,0s,1,1,1,25,50,0.5,false
9,01:52:29.939,target_decay,pistol,1.744s,3,1,0.333,25,150,0.167,false
10,01:52:39.748,target_decay,pistol,9.158s,11,1,0.091,25,550,0.045,false
11,01:52:40.400,target_decay,pistol,0s,1,1,1,25,50,0.5,false
12,01:52:45.495,target_decay,pistol,4.371s,6,1,0.167,25,300,0.083,false
13,01:52:46.147,target_decay,pistol,0s,1,1,1,25,50,0.5,false
14,01:52:49.616,target_decay,pistol,2.86s,4,1,0.25,25,200,0.125,false
15,01:52:51.134,target_decay,pistol,0.807s,2,1,0.5,25,100,0.25,false
16,01:52:54.473,target_decay,pistol,2.656s,4,1,0.25,25,200,0.125,false
17,01:53:04.233,target_decay,pistol,9.1s,11,1,0.091,25,550,0.045,false
18,01:53:04.885,target_decay,pistol,0s,1,1,1,25,50,0.5,false
19,01:53:06.442,target_decay,pistol,0.863s,2,1,0.5,25,100,0.25,false
20,01:53:07.065,target_decay,pistol,0s,1,1,1,25,50,0.5,false
21,01:53:13.165,target_decay,pistol,5.408s,7,1,0.143,25,350,0.071,false
22,01:53:13.817,target_decay,pistol,0s,1,1,1,25,50,0.5,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,76,22,550.0,3800.0,

Kills:,22
Deaths:,0
Fight Time:,43.542999
Avg TTK:,2.732
Damage Done:,550.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
Score:,636.842102
Scenario:,Reflex Flick - Fair
Hash:,a51ec6c2d75ccb78bdb0d20bf4ce9cb7
Game Version:,v2.7.0
Challenge Start:,01:52:16.239
Pause Count:,32
Pause Duration:,78

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
DPI:,400
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,296.405365
Resolution Scale,100.0
