Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,18:44:12.357,Pigeon,pistol,1.214s,2,1,0.5,100,400,0.25,false
2,18:44:16.029,Pigeon,pistol,2.737s,3,1,0.333,100,600,0.167,false
3,18:44:17.190,Pigeon,pistol,0s,1,1,1,100,200,0.5,false
4,18:44:20.352,Pigeon5,pistol,1.923s,2,1,0.5,100,400,0.25,false
5,18:44:21.658,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false
6,18:44:23.544,Pigeon4,pistol,1.22s,2,1,0.5,100,400,0.25,false
7,18:44:24.742,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
8,18:44:28.491,Pigeon3,pistol,2.473s,2,1,0.5,100,400,0.25,false
9,18:44:31.663,Pigeon3,pistol,1.594s,2,1,0.5,100,400,0.25,false
10,18:44:41.598,Pigeon4,pistol,9.074s,5,1,0.2,100,1000,0.1,false
11,18:44:45.661,Pigeon,pistol,2.557s,3,1,0.333,100,600,0.167,false
12,18:44:52.941,Pigeon2,pistol,5.951s,5,1,0.2,100,1000,0.1,false
13,18:44:56.868,Pigeon3,pistol,2.31s,2,1,0.5,100,400,0.25,false
14,18:44:58.295,Pigeon3,pistol,0s,1,1,1,100,200,0.5,false
15,18:45:02.819,Pigeon,pistol,3.037s,3,1,0.333,100,600,0.167,false
16,18:45:04.481,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
17,18:45:08.800,Pigeon,pistol,2.645s,3,1,0.333,100,600,0.167,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,39,17,1700.0,7800.0,

Kills:,17
Deaths:,0
Fight Time:,36.735001
Avg TTK:,0
Damage Done:,1700.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,22
Distance Traveled:,0.0
Score:,170.0
Scenario:,Popcorn Sparky
Hash:,59515d3a0a5808045985f4e8ef3ffb5e
Game Version:,2.0.5.3
Challenge Start:,18:44:09.903
Pause Count:,44
Pause Duration:,600

Input Lag:,0
Max FPS (config):,298.0
Sens Scale:,Quake/Source
Horiz Sens:,1.0
Vert Sens:,1.0
FOV:,103.0
Hide Gun:,false
Crosshair:,PopDot.png
Crosshair Scale:,1.0
Crosshair Color:,00FF00
Resolution,1920x1080
Avg FPS,297.855621
Resolution Scale,100.0
