Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,13:31:55:901,Pigeon,LG,2.162s,48,17,0.354,102,288,0.354,false
2,13:31:58:502,Pigeon,LG,1.56s,35,17,0.486,102,210,0.486,false
3,13:32:00:639,Pigeon,LG,1.79s,40,17,0.425,102,240,0.425,false
4,13:32:03:568,Pigeon,LG,2.067s,46,17,0.37,102,276,0.37,false
5,13:32:06:141,Pigeon,LG,1.88s,42,17,0.405,102,252,0.405,false
6,13:32:08:670,Pigeon,LG,1.421s,32,17,0.531,102,192,0.531,false
7,13:32:10:630,Pigeon,LG,1.512s,34,17,0.5,102,204,0.5,false
8,13:32:12:357,Pigeon,LG,1.053s,24,17,0.708,102,144,0.708,false
9,13:32:13:610,Pigeon,LG,1.033s,23,17,0.739,102,138,0.739,false
10,13:32:16:885,Pigeon,LG,2.252s,50,17,0.34,102,300,0.34,false
11,13:32:20:586,Pigeon,LG,2.928s,56,17,0.304,102,336,0.304,false
12,13:32:23:167,Pigeon,LG,1.927s,43,17,0.395,102,258,0.395,false
13,13:32:26:622,Pigeon,LG,2.481s,55,17,0.309,102,330,0.309,false
14,13:32:28:816,Pigeon,LG,1.699s,38,17,0.447,102,228,0.447,false
15,13:32:32:609,Pigeon,LG,3.323s,67,17,0.254,102,402,0.254,false
16,13:32:34:782,Pigeon,LG,1.467s,33,17,0.515,102,198,0.515,false
17,13:32:38:353,Pigeon,LG,3.291s,62,17,0.274,102,372,0.274,false
18,13:32:40:472,Pigeon,LG,1.742s,39,17,0.436,102,234,0.436,false
19,13:32:42:751,Pigeon,LG,1.606s,36,17,0.472,102,216,0.472,false
20,13:32:47:527,Pigeon,LG,4.009s,82,20,0.244,120,492,0.244,false
21,13:32:50:221,Pigeon,LG,2.02s,45,17,0.378,102,270,0.378,false
22,13:32:52:703,Pigeon,LG,1.701s,38,17,0.447,102,228,0.447,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,969,377,2262.0,5814.0,

Kills:,22
Deaths:,0
Fight Time:,44.924
Avg TTK:,2.042
Damage Done:,2262.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,2262.0
Scenario:,LG Pin Practice 360
Hash:,1bd8936343724d18465795b9d93c8ac1
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,150.0
Sens Scale:,Quake/Source
Horiz Sens:,2.0
Vert Sens:,2.0
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
