Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,23:28:10:533,Pigeon2,pistol,3.535s,3,1,0.333,100,600,0.167,false
2,23:28:16:684,Pigeon4,pistol,4.46s,4,1,0.25,100,800,0.125,false
3,23:28:23:731,Pigeon2,pistol,4.759s,3,1,0.333,100,600,0.167,false
4,23:28:24:734,Pigeon,pistol,0s,1,1,1,100,200,0.5,false
5,23:28:26:548,Pigeon2,pistol,0s,1,1,1,100,200,0.5,false
6,23:28:54:729,Pigeon,pistol,27.072s,13,1,0.077,100,2600,0.038,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,31,6,600.0,6200.0,

Kills:,6
Deaths:,0
Fight Time:,39.826
Avg TTK:,6.638
Damage Done:,600.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,60.0
Scenario:,Popcorn Sparky
Hash:,49dbf5ac7aeb2cf0c06533f2384ff4de
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,216.0
Sens Scale:,Quake/Source
Horiz Sens:,1.3
Vert Sens:,1.3
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
