Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,20:09:36:563,Quaker Bot Fast Strafes,LG,6.578s,144,50,0.347,300,864,0.347,false
2,20:09:46:385,Quaker Bot Fast Strafes,LG,9.548s,172,50,0.291,300,1032,0.291,false
3,20:09:55:492,Quaker Bot Fast Strafes,LG,7.081s,155,50,0.323,300,930,0.323,false
4,20:10:05:954,Quaker Bot Fast Strafes,LG,8.414s,184,50,0.272,300,1104,0.272,false
5,20:10:15:570,Quaker Bot Fast Strafes,LG,7.677s,168,50,0.298,300,1008,0.298,false
6,20:10:27:402,Quaker Bot Fast Strafes,LG,9.564s,209,50,0.239,300,1254,0.239,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,1033,300,1800.0,6198.0,

Kills:,6
Deaths:,0
Fight Time:,48.862
Avg TTK:,8.144
Damage Done:,1800.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,1568.247803
Scenario:,Cata IC Fast Strafes
Hash:,ae0024fa5045348cf5200beda4716333
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,150.0
Sens Scale:,Quake/Source
Horiz Sens:,2.0
Vert Sens:,2.0
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
