Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,00:43:49:286,Quaker Bot Hard,LG,4.92s,108,50,0.463,300,648,0.463,false
2,00:43:57:730,Quaker Bot Hard,LG,5.886s,129,50,0.388,300,774,0.388,false
3,00:44:05:334,Quaker Bot Hard,LG,7.326s,116,50,0.431,300,696,0.431,false
4,00:44:13:376,Quaker Bot Hard,LG,7.768s,124,50,0.403,300,744,0.403,false
5,00:44:22:684,Quaker Bot Hard,LG,9.033s,154,50,0.325,300,924,0.325,false
6,00:44:29:983,Quaker Bot Hard,LG,7.023s,104,50,0.481,300,624,0.481,false
7,00:44:37:957,Quaker Bot Hard,LG,5.427s,119,50,0.42,300,714,0.42,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,927,382,2292.0,5562.0,

Kills:,7
Deaths:,0
Fight Time:,47.382999
Avg TTK:,6.769
Damage Done:,2292.0
Damage Taken:,2580.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,593.091248
Score:,2301.889893
Scenario:,RexStrafesCata
Hash:,840135c10eab0223ff661b2a6460bf54
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,300.0
Sens Scale:,Quake/Source
Horiz Sens:,1.3
Vert Sens:,1.3
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
