Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,00:00:19:032,target_decay,pistol,2.579s,5,1,0.2,25,250,0.1,false
2,00:00:20:547,target_decay,pistol,0.793s,2,1,0.5,25,100,0.25,false
3,00:00:25:737,target_decay,pistol,4.46s,6,1,0.167,25,300,0.083,false
4,00:00:26:414,target_decay,pistol,0s,1,1,1,25,50,0.5,false
5,00:00:32:619,target_decay,pistol,5.536s,8,1,0.125,25,400,0.062,false
6,00:00:34:192,target_decay,pistol,0.83s,2,1,0.5,25,100,0.25,false
7,00:00:42:094,target_decay,pistol,7.201s,9,1,0.111,25,450,0.056,false
8,00:00:46:360,target_decay,pistol,3.55s,5,1,0.2,25,250,0.1,false
9,00:00:47:094,target_decay,pistol,0.001s,1,1,1,25,50,0.5,false
10,00:00:48:643,target_decay,pistol,0.81s,2,1,0.5,25,100,0.25,false
11,00:00:51:118,target_decay,pistol,1.756s,3,1,0.333,25,150,0.167,false
12,00:00:57:237,target_decay,pistol,5.349s,7,1,0.143,25,350,0.071,false
13,00:00:57:991,target_decay,pistol,0s,1,1,1,25,50,0.5,false
14,00:01:03:212,target_decay,pistol,4.472s,6,1,0.167,25,300,0.083,false
15,00:01:05:676,target_decay,pistol,1.742s,3,1,0.333,25,150,0.167,false
16,00:01:06:368,target_decay,pistol,0s,1,1,1,25,50,0.5,false
17,00:01:07:851,target_decay,pistol,0.81s,2,1,0.5,25,100,0.25,false
18,00:01:14:850,target_decay,pistol,6.276s,8,1,0.125,25,400,0.062,false
19,00:01:15:626,target_decay,pistol,0.001s,1,1,1,25,50,0.5,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,73,19,475.0,3650.0,

Kills:,19
Deaths:,0
Fight Time:,46.166
Avg TTK:,2.43
Damage Done:,475.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,494.520538
Scenario:,Reflex Flick - Fair
Hash:,a51ec6c2d75ccb78bdb0d20bf4ce9cb7
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,300.0
Sens Scale:,Quake/Source
Horiz Sens:,1.3
Vert Sens:,1.3
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
