Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,20:38:48:996,Sergeant Bot,Six Shooter,5.706s,8,2,0.25,210,1120,0.188,false
2,20:39:03:421,Rocket Flyer Bot,Six Shooter,11.511s,13,3,0.231,210,1820,0.115,false
3,20:39:14:129,Shinji Bot,Six Shooter,8.276s,11,3,0.273,280,1540,0.182,false
4,20:39:22:551,Racer Bot,Six Shooter,5.634s,6,3,0.5,210,840,0.25,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Six Shooter,52,12,1050.0,7280.0,

Kills:,4
Deaths:,0
Fight Time:,31.127001
Avg TTK:,7.782
Damage Done:,1050.0
Damage Taken:,1117.083252
Midairs:,0
Midaired:,0
Directs:,0
Directed:,2
Distance Traveled:,25107.677734
Score:,1050.0
Scenario:,McCoy 1v1
Hash:,53b5a557e84b9015e3e483d58b3d2801
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,160.0
Sens Scale:,Quake/Source
Horiz Sens:,1.3
Vert Sens:,1.3
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
