Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,00:20:16:610,Pigeon,LG,2.343s,52,17,0.327,102,312,0.327,false
2,00:20:19:686,Pigeon,LG,2.62s,58,17,0.293,102,348,0.293,false
3,00:20:22:535,Pigeon,LG,1.978s,44,17,0.386,102,264,0.386,false
4,00:20:24:703,Pigeon,LG,1.471s,33,17,0.515,102,198,0.515,false
5,00:20:26:710,Pigeon,LG,1.331s,30,17,0.567,102,180,0.567,false
6,00:20:29:897,Pigeon,LG,2.391s,35,17,0.486,102,210,0.486,false
7,00:20:32:984,Pigeon,LG,2.213s,41,19,0.463,114,246,0.463,false
8,00:20:34:619,Pigeon,LG,1.193s,27,15,0.556,90,162,0.556,false
9,00:20:36:431,Pigeon,LG,1.284s,29,17,0.586,102,174,0.586,false
10,00:20:38:785,Pigeon,LG,1.745s,39,17,0.436,102,234,0.436,false
11,00:20:41:129,Pigeon,LG,1.423s,32,17,0.531,102,192,0.531,false
12,00:20:43:844,Pigeon,LG,2.438s,52,17,0.327,102,312,0.327,false
13,00:20:46:332,Pigeon,LG,1.7s,38,17,0.447,102,228,0.447,false
14,00:20:48:724,Pigeon,LG,1.517s,34,17,0.5,102,204,0.5,false
15,00:20:51:435,Pigeon,LG,1.975s,44,17,0.386,102,264,0.386,false
16,00:20:54:027,Pigeon,LG,2.022s,45,17,0.378,102,270,0.378,false
17,00:20:56:899,Pigeon,LG,2.253s,50,17,0.34,102,300,0.34,false
18,00:20:59:118,Pigeon,LG,0.965s,22,17,0.773,102,132,0.773,false
19,00:21:02:226,Pigeon,LG,2.39s,53,17,0.321,102,318,0.321,false
20,00:21:04:630,Pigeon,LG,1.7s,38,17,0.447,102,228,0.447,false
21,00:21:07:116,Pigeon,LG,1.611s,36,17,0.472,102,216,0.472,false
22,00:21:08:608,Pigeon,LG,1.101s,25,17,0.68,102,150,0.68,false
23,00:21:10:897,Pigeon,LG,1.562s,35,17,0.486,102,210,0.486,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,924,406,2436.0,5544.0,

Kills:,23
Deaths:,0
Fight Time:,41.226002
Avg TTK:,1.792
Damage Done:,2436.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,2436.0
Scenario:,LG Pin Practice 360
Hash:,1bd8936343724d18465795b9d93c8ac1
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,300.0
Sens Scale:,Quake/Source
Horiz Sens:,1.3
Vert Sens:,1.3
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
