Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,23:58:10:066,target_decay,pistol,0.945s,2,1,0.5,25,100,0.25,false
2,23:58:10:832,target_decay,pistol,0.668s,2,1,0.5,25,100,0.25,false
3,23:58:13:311,target_decay,pistol,1.775s,3,1,0.333,25,150,0.167,false
4,23:58:15:779,target_decay,pistol,1.733s,3,1,0.333,25,150,0.167,false
5,23:58:17:401,target_decay,pistol,0.913s,2,1,0.5,25,100,0.25,false
6,23:58:18:136,target_decay,pistol,0s,1,1,1,25,50,0.5,false
7,23:58:20:587,target_decay,pistol,1.684s,3,1,0.333,25,150,0.167,false
8,23:58:23:948,target_decay,pistol,2.523s,4,1,0.25,25,200,0.125,false
9,23:58:34:553,target_decay,pistol,9.852s,12,1,0.083,25,600,0.042,false
10,23:58:36:142,target_decay,pistol,0.894s,2,1,0.5,25,100,0.25,false
11,23:58:36:796,target_decay,pistol,0s,1,1,1,25,50,0.5,false
12,23:58:38:405,target_decay,pistol,0.945s,2,1,0.5,25,100,0.25,false
13,23:58:39:125,target_decay,pistol,0s,1,1,1,25,50,0.5,false
14,23:58:40:665,target_decay,pistol,0.838s,2,1,0.5,25,100,0.25,false
15,23:58:42:282,target_decay,pistol,0.894s,2,1,0.5,25,100,0.25,false
16,23:58:43:865,target_decay,pistol,0.791s,2,1,0.5,25,100,0.25,false
17,23:58:49:068,target_decay,pistol,4.485s,6,1,0.167,25,300,0.083,false
18,23:58:51:508,target_decay,pistol,1.667s,3,1,0.333,25,150,0.167,false
19,23:58:53:947,target_decay,pistol,1.657s,3,1,0.333,25,150,0.167,false
20,23:58:59:087,target_decay,pistol,4.372s,6,1,0.167,25,300,0.083,false
21,23:58:59:858,target_decay,pistol,0s,1,1,1,25,50,0.5,false
22,23:59:05:108,target_decay,pistol,4.488s,6,1,0.167,25,300,0.083,false
23,23:59:06:653,target_decay,pistol,0.82s,2,1,0.5,25,100,0.25,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,73,23,575.0,3650.0,

Kills:,23
Deaths:,0
Fight Time:,41.944
Avg TTK:,1.824
Damage Done:,575.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,724.657532
Scenario:,Reflex Flick - Fair
Hash:,a51ec6c2d75ccb78bdb0d20bf4ce9cb7
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,300.0
Sens Scale:,Quake/Source
Horiz Sens:,1.3
Vert Sens:,1.3
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
