Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,23:45:05:000,Quaker Bot Hard,LG,9.566s,209,50,0.239,300,1254,0.239,false
2,23:45:14:404,Quaker Bot Hard,LG,9.19s,154,50,0.325,300,924,0.325,false
3,23:45:24:745,Quaker Bot Hard,LG,7.816s,171,50,0.292,300,1026,0.292,false
4,23:45:32:719,Quaker Bot Hard,LG,5.429s,119,50,0.42,300,714,0.42,false
5,23:45:42:154,Quaker Bot Hard,LG,6.896s,151,50,0.331,300,906,0.331,false
6,23:45:53:437,Quaker Bot Hard,LG,11.008s,190,50,0.263,300,1140,0.263,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,994,300,1800.0,5964.0,

Kills:,6
Deaths:,0
Fight Time:,49.904999
Avg TTK:,8.318
Damage Done:,1800.0
Damage Taken:,2598.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,537.464294
Score:,1237.726318
Scenario:,RexStrafesCata
Hash:,840135c10eab0223ff661b2a6460bf54
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,150.0
Sens Scale:,Quake/Source
Horiz Sens:,1.3
Vert Sens:,1.3
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
