Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,21:46:52:010,Pigeon5,pistol,10.27s,9,1,0.111,100,1800,0.056,false
2,21:47:03:898,Pigeon2,pistol,11.009s,11,1,0.091,100,2200,0.045,false
3,21:47:15:223,Pigeon3,pistol,9.335s,10,1,0.1,100,2000,0.05,false
4,21:47:21:954,Pigeon4,pistol,3.309s,4,1,0.25,100,800,0.125,false
5,21:47:26:545,Pigeon4,pistol,2.154s,3,1,0.333,100,600,0.167,false
6,21:47:29:461,Pigeon4,pistol,1.206s,2,1,0.5,100,400,0.25,false
7,21:47:31:282,Pigeon5,pistol,1.201s,2,1,0.5,100,400,0.25,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,46,7,700.0,9200.0,
LG,0,0,0.0,0.0,

Kills:,7
Deaths:,0
Fight Time:,38.484001
Avg TTK:,5.498
Damage Done:,700.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,117.173904
Scenario:,POPCORN
Hash:,21f0bc5b7d01c9cc8a25f4e5a195770b
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,200.0
Sens Scale:,Quake/Source
Horiz Sens:,1.3
Vert Sens:,1.3
FOV:,103.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
