Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,16:23:26:756,target_decay,pistol,2.711s,4,1,0.25,25,200,0.125,false
2,16:23:30:121,target_decay,pistol,2.618s,5,1,0.2,25,250,0.1,false
3,16:23:30:877,target_decay,pistol,0s,1,1,1,25,50,0.5,false
4,16:23:35:120,target_decay,pistol,3.543s,5,1,0.2,25,250,0.1,false
5,16:23:40:353,target_decay,pistol,4.51s,6,1,0.167,25,300,0.083,false
6,16:23:42:849,target_decay,pistol,1.745s,3,1,0.333,25,150,0.167,false
7,16:23:49:020,target_decay,pistol,5.42s,7,1,0.143,25,350,0.071,false
8,16:23:52:365,target_decay,pistol,2.609s,4,1,0.25,25,200,0.125,false
9,16:23:59:323,target_decay,pistol,6.248s,8,1,0.125,25,400,0.062,false
10,16:24:01:838,target_decay,pistol,1.819s,3,1,0.333,25,150,0.167,false
11,16:24:02:548,target_decay,pistol,0s,1,1,1,25,50,0.5,false
12,16:24:05:079,target_decay,pistol,1.803s,3,1,0.333,25,150,0.167,false
13,16:24:13:900,target_decay,pistol,8.076s,10,1,0.1,25,500,0.05,false
14,16:24:14:587,target_decay,pistol,0s,1,1,1,25,50,0.5,false
15,16:24:16:170,target_decay,pistol,0.842s,2,1,0.5,25,100,0.25,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,71,15,375.0,3550.0,

Kills:,15
Deaths:,0
Fight Time:,41.944
Avg TTK:,2.796
Damage Done:,375.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,316.901398
Scenario:,Reflex Flick - Fair
Hash:,a51ec6c2d75ccb78bdb0d20bf4ce9cb7
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,300.0
Sens Scale:,Quake/Source
Horiz Sens:,1.3
Vert Sens:,1.3
FOV:,103.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
