Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,18:44:42:149,Quaker Bot Hard,LG,5.657s,117,50,0.427,300,702,0.427,false
2,18:44:50:917,Quaker Bot Hard,LG,6.348s,139,50,0.36,300,834,0.36,false
3,18:44:58:010,Quaker Bot Hard,LG,4.733s,104,50,0.481,300,624,0.481,false
4,18:45:05:569,Quaker Bot Hard,LG,4.964s,109,50,0.459,300,654,0.459,false
5,18:45:12:876,Quaker Bot Hard,LG,4.688s,103,50,0.485,300,618,0.485,false
6,18:45:21:816,Quaker Bot Hard,LG,8.721s,138,50,0.362,300,828,0.362,false
7,18:45:31:164,Quaker Bot Hard,LG,6.896s,151,50,0.331,300,906,0.331,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,912,363,2178.0,5472.0,

Kills:,7
Deaths:,0
Fight Time:,42.007
Avg TTK:,6.001
Damage Done:,2178.0
Damage Taken:,2430.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,239.841095
Score:,2117.102051
Scenario:,RexStrafesCata
Hash:,840135c10eab0223ff661b2a6460bf54
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,160.0
Sens Scale:,Quake/Source
Horiz Sens:,1.3
Vert Sens:,1.3
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
