Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,23:21:14:172,Pigeon,pistol,1.495s,2,1,0.5,100,400,0.25,false
2,23:21:28:797,Pigeon4,pistol,13.445s,9,1,0.111,100,1800,0.056,false
3,23:21:48:794,Pigeon3,pistol,18.524s,12,1,0.083,100,2400,0.042,false
4,23:21:50:442,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
5,23:21:51:777,Pigeon4,pistol,0s,1,1,1,100,200,0.5,false
6,23:21:53:133,Pigeon2,pistol,0s,1,1,1,100,200,0.5,false
7,23:21:54:506,Pigeon5,pistol,0s,1,1,1,100,200,0.5,false
8,23:21:59:554,Pigeon5,pistol,3.475s,3,1,0.333,100,600,0.167,false
9,23:22:03:813,Pigeon4,pistol,3.205s,3,1,0.333,100,600,0.167,false
10,23:22:05:146,Pigeon4,pistol,0.001s,1,1,1,100,200,0.5,false
11,23:22:10:255,Pigeon3,pistol,3.445s,3,1,0.333,100,600,0.167,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,38,11,1100.0,7600.0,

Kills:,11
Deaths:,0
Fight Time:,43.59
Avg TTK:,3.963
Damage Done:,1100.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,110.0
Scenario:,Popcorn Sparky
Hash:,49dbf5ac7aeb2cf0c06533f2384ff4de
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,216.0
Sens Scale:,Quake/Source
Horiz Sens:,1.3
Vert Sens:,1.3
FOV:,90.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
